dc_bus_ripple_voltage_V,capacitor_esr_mOhm,junction_temp_C,mosfet_on_resistance_mOhm,conversion_efficiency_pct,heatsink_temp_C,command_fan_rpm,actual_fan_rpm,thd_pct,mains_surges_count,health_state
12.38,24.08,74.56,7.24,91.71,66.09,3500,2501,4.9,6,2
7.75,14.41,56.45,5.91,95.9,49.7,2000,1874,3.47,2,1
7.39,14.1,57.09,5.93,95.87,52.99,2500,2246,2.78,2,1
19.01,32.78,102.41,11.0,85.23,90.21,4000,2470,8.89,10,3
7.85,13.58,53.89,5.81,95.76,53.65,2500,2298,3.33,3,1
16.21,39.62,89.51,9.12,84.98,90.96,4000,1532,9.92,5,3
12.01,20.12,71.52,7.95,92.43,73.28,3500,2636,5.73,6,2
7.7,15.03,54.38,6.08,95.97,54.39,2500,2311,2.78,0,1
4.85,9.24,43.05,5.18,98.67,39.43,2500,2489,1.67,0,0
5.17,9.96,43.52,5.04,98.32,39.11,1500,1466,1.46,1,0
23.23,39.76,91.95,10.52,82.99,91.33,4000,2143,9.73,5,3
20.91,35.98,100.36,10.26,86.35,85.66,4000,2363,8.55,7,3
10.33,19.17,75.05,7.23,93.09,67.03,3500,2876,6.23,3,2
4.83,9.49,44.81,5.03,98.54,39.16,2500,2540,1.51,0,0
8.32,14.6,56.84,5.75,96.55,51.8,2000,1813,2.55,0,1
5.11,10.9,44.94,4.97,98.72,39.53,2500,2509,1.7,1,0
11.16,24.23,72.54,7.16,93.1,70.03,3500,2851,6.22,2,2
5.27,10.29,43.1,4.95,98.4,38.29,2000,1983,1.61,0,0
7.75,12.66,53.36,5.75,96.41,49.53,2000,1890,2.86,2,1
19.39,38.6,87.74,10.9,84.02,85.18,4000,2243,10.05,6,3
8.45,13.74,53.56,5.91,96.14,50.94,2000,1763,3.33,1,1
7.59,12.04,53.43,5.82,95.98,49.4,3000,2862,3.12,2,1
19.97,30.89,102.98,10.18,86.15,92.95,4000,2041,7.95,7,3
7.41,12.63,56.81,5.8,96.79,50.85,2500,2316,2.94,3,1
4.78,9.63,43.14,4.85,98.74,41.07,1500,1526,1.38,1,0
4.77,9.35,45.29,5.12,98.31,40.25,2000,2020,1.34,1,0
4.52,9.27,43.04,5.06,98.75,41.39,1500,1493,1.3,1,0
22.78,33.9,94.29,9.4,85.34,87.38,4000,1673,7.19,10,3
13.73,22.65,73.88,7.13,92.53,72.78,3500,2618,5.47,6,2
11.52,20.32,73.87,7.78,92.7,66.25,3500,2633,4.81,3,2
10.05,19.14,72.71,7.76,91.53,66.16,3500,2745,6.09,5,2
4.65,10.58,44.6,5.16,98.49,40.66,2000,1995,1.68,0,0
13.14,21.22,76.83,7.59,92.33,71.47,3500,2760,5.86,6,2
4.8,10.09,45.2,4.81,98.22,40.74,2000,1957,1.63,0,0
19.79,33.25,87.5,10.51,86.03,91.34,4000,2263,10.26,8,3
10.89,24.98,73.29,7.68,91.94,72.02,3500,2694,5.83,2,2
6.84,12.24,56.81,5.9,95.72,51.94,2000,1848,3.39,3,1
5.19,9.33,43.33,5.19,98.55,41.83,2000,2018,1.63,0,0
5.23,9.68,45.19,4.97,98.6,39.21,2500,2500,1.5,0,0
7.4,14.75,54.62,6.09,95.94,52.31,2500,2320,3.42,2,1
4.59,10.99,46.97,4.81,98.56,40.41,2000,2048,1.57,0,0
19.26,37.68,93.8,10.73,87.63,93.73,4000,1600,8.91,6,3
6.93,14.78,54.92,5.98,96.69,54.2,2000,1778,3.02,3,1
21.5,33.78,94.34,9.45,83.98,87.85,4000,1823,8.88,5,3
5.0,9.15,46.06,5.01,98.4,39.62,1500,1521,1.46,1,0
17.35,34.73,95.9,9.12,82.76,94.85,4000,1715,7.1,10,3
13.81,22.3,73.74,7.17,92.77,72.72,3500,2807,5.21,6,2
6.52,14.55,53.49,5.94,95.5,53.93,2500,2372,3.15,1,1
6.61,15.33,53.29,6.08,96.42,50.23,3000,2746,2.68,3,1
10.97,22.37,77.53,7.41,92.66,66.7,3500,2710,6.33,4,2
10.41,22.8,77.75,7.43,91.36,66.96,3500,2869,5.62,2,2
16.24,37.55,95.65,9.77,84.06,94.71,4000,1719,9.12,7,3
21.28,32.44,98.2,10.23,86.37,89.91,4000,1978,7.85,5,3
12.26,21.14,75.74,7.56,90.85,71.56,3500,2530,6.39,5,2
17.83,37.22,87.14,10.47,82.68,85.7,4000,1936,8.27,7,3
6.89,15.11,56.45,5.86,96.05,49.28,2000,1769,2.77,2,1
7.13,13.35,55.28,5.98,95.37,53.16,3000,2894,3.24,0,1
4.55,9.46,45.65,4.86,98.5,40.44,2500,2453,1.55,1,0
8.07,12.46,54.3,5.73,96.64,53.42,3000,2891,2.94,1,1
8.31,15.9,53.95,5.64,96.47,53.41,3000,2764,3.49,0,1
10.67,20.48,73.25,7.19,92.41,72.49,3500,2588,5.13,5,2
22.93,36.35,88.91,10.51,82.78,90.1,4000,2240,8.22,5,3
8.27,15.18,53.42,5.59,96.29,51.14,2000,1867,3.36,1,1
6.61,15.12,52.18,6.02,95.34,49.03,2000,1806,3.32,0,1
5.04,9.75,45.52,4.83,98.71,38.62,1500,1516,1.68,1,0
12.89,23.28,74.09,7.38,93.17,73.79,3500,2720,5.63,5,2
7.48,13.02,57.22,5.57,95.67,51.72,2000,1826,3.03,0,1
16.29,32.35,93.5,10.5,87.67,85.78,4000,1613,8.97,5,3
16.32,30.27,97.39,10.5,83.94,93.71,4000,1604,7.65,10,3
5.27,10.51,45.84,4.99,98.37,39.36,2000,1984,1.54,0,0
7.97,14.94,52.13,5.61,95.8,49.27,2000,1799,3.06,1,1
8.38,15.08,53.46,6.05,95.33,49.84,2000,1810,2.66,2,1
13.49,19.93,71.54,7.52,92.06,69.69,3500,2659,6.18,5,2
10.7,21.58,70.72,7.12,92.62,71.65,3500,2804,4.8,2,2
16.98,38.04,90.85,10.46,85.84,91.74,4000,2377,10.98,6,3
7.01,15.66,55.13,5.74,95.65,51.64,3000,2789,3.16,3,1
12.14,22.39,75.01,7.76,91.2,70.74,3500,2718,6.42,4,2
22.85,32.71,102.31,10.63,84.32,93.11,4000,1725,8.48,7,3
6.88,14.4,53.99,5.69,96.21,50.75,2000,1796,2.54,3,1
19.66,33.32,91.12,10.65,87.69,93.97,4000,2470,9.07,10,3
4.89,10.61,45.73,4.95,98.73,41.51,1500,1545,1.55,1,0
16.55,31.38,89.25,9.33,87.98,92.9,4000,2482,8.07,6,3
5.29,10.79,45.87,5.19,98.5,38.5,2500,2456,1.33,1,0
12.7,23.24,73.9,7.85,92.45,70.26,3500,2722,4.91,6,2
8.08,13.43,52.92,5.54,95.43,51.86,2500,2232,3.44,0,1
13.46,23.72,77.92,7.7,90.7,72.2,3500,2862,4.54,4,2
21.37,38.2,89.8,10.8,85.41,91.45,4000,2473,7.74,6,3
7.56,15.17,56.8,5.67,95.36,54.5,2000,1755,2.5,1,1
13.53,21.46,71.86,7.51,90.73,69.55,3500,2718,5.1,6,2
12.98,23.93,73.61,7.61,92.67,73.19,3500,2678,6.26,2,2
12.84,22.37,73.44,7.84,91.96,67.66,3500,2888,5.62,3,2
7.34,12.75,55.6,5.97,96.1,53.42,2000,1759,2.97,1,1
5.08,10.6,43.89,4.94,98.72,40.51,2500,2534,1.46,0,0
10.26,20.14,73.73,7.27,93.37,68.02,3500,2516,4.85,5,2
6.77,14.86,54.12,5.54,96.73,52.62,3000,2881,3.06,2,1
4.97,10.08,46.38,4.88,98.41,38.72,2500,2521,1.55,0,0
7.78,14.16,57.22,5.96,95.43,52.41,2000,1844,2.97,3,1
23.17,36.05,93.16,10.05,85.38,87.79,4000,2109,7.92,5,3
22.49,36.52,92.42,10.18,82.6,90.06,4000,2353,10.66,6,3
23.79,32.4,90.77,9.93,84.63,93.75,4000,1856,7.63,10,3
6.89,15.0,54.52,5.6,95.9,52.11,2500,2252,2.63,2,1
6.6,13.51,54.41,5.9,96.31,51.42,2000,1735,3.17,1,1
12.98,24.79,77.54,7.37,92.35,70.97,3500,2627,5.16,3,2
13.93,19.13,71.17,7.37,92.41,72.81,3500,2623,6.16,6,2
4.61,10.79,43.38,4.86,98.44,40.34,2500,2544,1.58,1,0
6.75,14.71,54.95,5.51,95.91,49.95,2000,1836,2.9,0,1
6.55,15.9,52.41,5.88,96.62,54.3,2500,2357,2.74,1,1
7.69,12.57,52.01,6.0,95.9,54.41,2000,1864,3.11,3,1
4.57,9.2,45.87,5.15,98.62,38.31,2000,2026,1.47,1,0
5.28,9.17,46.21,4.89,98.75,38.06,1500,1481,1.32,0,0
7.55,12.17,54.59,6.03,96.56,51.54,2500,2289,3.03,3,1
12.89,23.79,75.77,7.68,93.26,73.27,3500,2531,6.04,3,2
12.8,21.66,73.74,7.13,91.26,70.47,3500,2841,4.94,2,2
11.11,19.76,70.77,7.21,92.12,73.01,3500,2605,6.21,4,2
20.82,38.35,95.72,9.26,85.53,89.19,4000,1505,7.94,9,3
12.74,23.79,77.95,7.86,91.01,68.4,3500,2859,5.01,3,2
17.28,38.02,100.34,10.77,84.24,88.25,4000,2366,9.78,6,3
5.24,9.77,46.04,4.97,98.64,40.2,2500,2484,1.64,0,0
20.62,37.28,87.85,9.22,86.96,89.62,4000,1643,7.7,10,3
4.79,9.64,44.95,5.05,98.26,40.33,2000,2029,1.36,0,0
23.38,33.01,100.98,9.48,85.58,92.22,4000,2135,7.8,9,3
23.78,32.78,87.9,10.44,85.85,93.19,4000,2016,7.73,8,3
10.97,24.9,74.33,7.35,91.89,69.32,3500,2647,5.14,6,2
6.77,12.05,57.71,5.64,96.17,52.92,3000,2783,3.2,3,1
7.7,14.11,55.27,5.86,95.79,53.74,3000,2733,3.25,1,1
19.25,31.72,94.92,10.82,84.91,89.17,4000,1756,9.9,8,3
8.44,14.94,55.88,5.54,95.87,49.34,2500,2240,2.63,1,1
4.68,10.35,44.74,5.17,98.58,40.5,2500,2490,1.54,1,0
4.71,10.87,46.1,4.99,98.32,41.51,2000,2012,1.65,0,0
8.33,14.4,52.7,6.08,96.7,51.54,2000,1722,2.71,0,1
10.72,23.08,76.55,7.13,90.53,71.22,3500,2525,5.39,2,2
11.18,20.52,79.64,7.89,91.7,67.3,3500,2511,5.73,5,2
5.47,10.17,46.59,4.89,98.27,40.82,2000,1970,1.69,0,0
19.26,37.75,95.67,10.79,87.36,91.21,4000,2232,10.11,8,3
5.11,9.32,46.96,4.87,98.67,38.46,2500,2479,1.45,0,0
8.2,15.19,56.76,5.71,96.11,54.93,2500,2276,3.31,0,1
13.56,22.15,75.63,7.18,90.77,71.33,3500,2684,4.88,2,2
23.18,31.9,94.88,10.37,85.82,85.58,4000,2485,8.35,6,3
17.51,34.14,95.58,9.38,84.91,86.72,4000,1864,8.8,5,3
19.55,38.24,92.96,9.43,85.24,91.16,4000,1879,9.86,9,3
4.52,10.69,45.62,4.83,98.24,40.33,2500,2456,1.63,1,0
8.11,15.39,52.5,5.65,96.75,54.92,2000,1761,3.48,1,1
23.46,34.51,96.49,9.26,84.71,89.48,4000,2073,10.69,10,3
18.57,36.77,87.66,9.38,85.29,93.95,4000,1634,7.5,7,3
5.11,9.78,45.11,4.9,98.21,39.52,2000,1996,1.69,0,0
7.08,15.63,55.88,5.55,95.84,54.21,2000,1841,3.07,1,1
23.15,39.21,87.07,10.81,86.44,91.06,4000,1753,9.45,7,3
7.38,13.15,54.49,5.66,96.25,51.39,3000,2740,2.64,2,1
22.03,31.34,90.37,10.8,84.24,89.57,4000,1682,8.32,8,3
10.55,20.9,76.79,7.44,90.82,72.22,3500,2818,5.89,3,2
19.31,37.53,87.82,10.28,83.37,91.94,4000,2455,7.24,6,3
5.5,10.47,45.32,4.85,98.27,40.51,2500,2530,1.54,1,0
16.84,30.49,92.18,10.78,86.63,86.61,4000,2267,8.42,9,3
17.8,36.96,101.3,10.33,86.16,91.73,4000,2049,10.29,10,3
8.13,13.72,52.11,5.66,96.54,50.54,2000,1769,2.56,1,1
4.87,10.04,44.06,4.9,98.75,39.5,2000,1963,1.53,0,0
7.62,13.86,54.14,5.97,96.39,52.37,2000,1873,2.82,0,1
10.85,22.41,71.37,7.12,92.4,67.75,3500,2721,5.72,5,2
4.73,9.81,46.24,5.15,98.5,41.23,2000,2009,1.47,1,0
21.57,32.35,87.05,9.83,83.96,89.98,4000,2443,10.97,6,3
11.58,21.56,70.48,7.93,93.22,68.73,3500,2548,4.62,3,2
20.39,39.52,100.11,10.86,84.77,92.38,4000,2421,9.03,9,3
6.64,12.66,52.53,5.75,95.8,52.05,2500,2295,3.02,2,1
4.88,10.26,43.46,4.83,98.7,41.0,2000,1984,1.3,0,0
12.2,20.21,79.51,7.88,91.54,68.37,3500,2653,4.68,3,2
5.1,10.06,46.79,4.81,98.63,41.3,1500,1529,1.56,0,0
8.41,15.11,54.64,5.54,96.42,52.56,2000,1746,3.0,3,1
10.7,23.59,73.51,7.56,90.92,70.28,3500,2753,6.39,3,2
13.74,19.63,76.18,7.27,93.26,69.54,3500,2844,4.7,4,2
13.05,24.24,76.09,7.48,90.6,72.01,3500,2635,5.27,5,2
19.73,35.9,100.49,10.42,84.61,88.53,4000,2382,10.17,6,3
10.19,22.1,71.21,7.81,91.35,71.73,3500,2735,5.54,6,2
7.29,15.74,57.64,5.91,96.16,54.76,2500,2319,2.57,2,1
7.25,14.36,53.4,5.9,96.24,51.85,3000,2876,3.28,3,1
4.83,9.39,46.41,4.91,98.23,39.31,2000,2015,1.53,0,0
20.35,30.89,95.02,10.3,85.84,92.32,4000,2320,8.58,10,3
12.92,22.21,73.94,7.58,91.04,69.99,3500,2523,5.73,2,2
4.79,10.06,45.49,5.04,98.68,41.87,2500,2485,1.67,0,0
23.1,39.65,90.28,9.84,87.83,86.62,4000,1708,10.02,6,3
8.31,13.21,56.76,5.67,96.23,51.15,2000,1784,2.97,2,1
19.93,31.43,97.45,9.64,83.22,94.14,4000,2163,9.81,9,3
18.26,38.63,89.55,10.14,85.82,89.34,4000,1534,10.42,8,3
4.62,10.52,44.62,4.91,98.62,38.79,1500,1454,1.66,1,0
12.25,24.24,77.52,7.5,93.1,66.55,3500,2841,5.1,6,2
13.87,24.15,73.49,7.77,90.99,67.53,3500,2605,5.19,5,2
4.72,9.1,43.16,5.06,98.34,41.93,2500,2532,1.66,0,0
23.94,36.22,93.67,10.15,82.01,85.51,4000,1508,7.61,5,3
5.09,10.82,44.69,4.86,98.24,40.05,1500,1548,1.67,0,0
18.07,30.74,99.3,10.32,85.21,86.99,4000,1718,10.17,5,3
7.45,14.13,56.29,5.68,96.15,50.0,3000,2752,3.28,1,1
12.77,24.39,75.5,7.03,92.28,73.96,3500,2593,5.06,5,2
21.53,30.4,100.42,10.63,82.8,87.73,4000,2338,7.37,8,3
12.38,24.85,73.41,7.66,93.02,67.74,3500,2508,4.56,3,2
11.65,20.36,78.66,7.48,91.91,66.14,3500,2857,5.72,3,2
10.3,19.69,74.51,7.92,92.94,68.83,3500,2579,4.56,6,2
17.27,33.54,91.83,10.25,82.13,91.56,4000,1726,8.79,10,3
21.22,31.22,89.76,9.74,83.23,92.57,4000,2355,10.96,5,3
21.97,33.61,94.0,10.6,86.57,90.0,4000,2224,10.37,9,3
12.28,21.98,71.26,7.88,91.52,71.9,3500,2883,5.63,2,2
4.59,9.16,46.21,4.98,98.29,39.15,2000,1985,1.65,0,0
5.15,9.65,43.8,4.86,98.71,38.4,2500,2469,1.67,1,0
6.93,14.25,52.86,5.88,96.74,49.6,2500,2308,2.89,3,1
7.26,13.7,57.69,6.01,95.71,52.64,2000,1816,2.77,1,1
12.96,23.2,73.27,7.46,91.44,68.27,3500,2630,6.2,4,2
8.19,12.81,53.29,5.8,95.5,52.81,3000,2734,3.17,2,1
18.06,36.91,95.08,10.13,87.83,94.84,4000,2175,9.1,10,3
23.15,35.01,93.71,9.64,87.41,88.05,4000,2303,10.18,5,3
10.93,24.42,73.61,7.73,90.6,71.1,3500,2827,5.61,5,2
7.22,14.27,56.38,6.04,96.18,53.98,2500,2243,3.45,3,1
11.05,23.03,72.4,7.95,93.16,68.71,3500,2892,6.36,3,2
18.34,38.53,91.79,10.5,84.56,89.51,4000,1720,7.05,9,3
6.96,15.49,53.81,5.53,95.44,50.9,2500,2338,3.16,2,1
13.46,23.33,71.8,7.95,92.74,66.76,3500,2613,5.6,3,2
7.65,14.36,57.71,6.01,96.1,51.54,2500,2339,2.68,0,1
7.17,12.5,52.65,6.06,95.22,53.23,2000,1813,3.22,2,1
4.82,10.96,43.21,4.87,98.31,40.42,1500,1533,1.41,0,0
23.48,35.16,100.38,9.18,82.67,85.52,4000,1563,8.5,5,3
13.51,19.67,76.59,7.91,92.57,71.64,3500,2648,5.15,4,2
7.09,13.89,55.09,5.52,96.76,52.91,3000,2826,3.21,0,1
21.4,32.25,88.14,9.41,85.38,93.87,4000,2125,9.62,6,3
16.37,37.59,100.14,10.95,86.77,91.07,4000,2253,8.77,10,3
4.9,10.02,46.66,4.93,98.5,39.31,2500,2521,1.59,1,0
8.39,12.47,54.5,5.86,96.42,54.84,3000,2758,2.57,0,1
11.53,24.04,71.28,7.82,91.0,67.68,3500,2729,5.63,4,2
10.38,19.53,72.19,7.99,91.31,67.96,3500,2719,5.12,4,2
4.51,9.94,44.66,4.94,98.46,39.08,1500,1512,1.35,0,0
13.65,20.67,70.77,7.39,92.88,67.4,3500,2834,6.29,2,2
18.64,30.34,92.0,9.82,83.55,89.21,4000,2358,7.86,9,3
4.78,10.06,46.58,5.04,98.53,40.62,2500,2462,1.5,0,0
10.04,20.74,79.48,7.58,91.39,68.78,3500,2660,5.28,3,2
12.97,20.81,75.28,7.61,91.71,70.43,3500,2891,4.89,2,2
12.99,21.86,75.22,7.09,90.95,68.22,3500,2578,5.41,2,2
21.09,31.38,92.52,10.94,83.23,91.96,4000,2331,10.83,9,3
5.03,9.85,46.29,4.87,98.26,39.27,1500,1505,1.63,0,0
5.27,9.97,45.95,5.15,98.57,40.53,2000,2015,1.41,1,0
12.11,22.22,75.57,7.36,91.65,66.14,3500,2865,5.37,2,2
19.01,32.21,88.07,11.0,85.39,92.89,4000,1953,8.85,9,3
23.6,39.53,92.66,10.96,86.11,90.52,4000,2321,10.0,10,3
7.2,13.07,52.43,5.69,96.32,50.31,3000,2892,3.06,1,1
8.34,15.36,52.55,5.58,96.06,54.54,2000,1772,3.44,3,1
6.88,16.0,53.94,5.67,95.64,49.51,2000,1881,2.69,3,1
10.27,20.37,76.95,7.16,91.89,70.24,3500,2708,6.37,4,2
23.4,34.02,101.1,10.19,85.44,90.59,4000,2440,7.02,10,3
6.6,14.63,52.02,5.92,96.65,52.09,2500,2349,3.12,3,1
7.42,15.18,55.58,5.99,96.08,49.73,3000,2803,2.93,1,1
8.38,15.24,52.59,5.75,95.83,53.97,2000,1852,2.75,0,1
12.89,24.82,76.72,7.94,91.07,68.94,3500,2601,5.08,6,2
18.1,33.89,91.38,10.1,83.77,88.42,4000,1829,10.14,5,3
6.79,15.04,55.99,5.97,95.35,49.04,2000,1864,3.23,3,1
20.05,33.85,87.56,9.41,87.62,88.33,4000,1572,10.86,8,3
13.34,24.87,70.06,7.16,92.23,68.7,3500,2854,5.21,4,2
5.4,11.0,45.02,4.92,98.72,40.1,2000,1958,1.4,0,0
11.44,19.33,78.01,7.84,93.04,69.49,3500,2729,5.24,6,2
4.91,10.09,46.32,4.97,98.47,41.6,1500,1489,1.35,0,0
13.08,24.25,70.45,7.54,90.9,72.16,3500,2864,5.83,2,2
13.56,23.3,73.61,7.15,92.29,67.92,3500,2636,4.7,6,2
12.81,22.35,72.21,7.7,92.3,70.08,3500,2607,5.46,6,2
13.24,24.25,70.61,7.58,91.78,66.01,3500,2514,5.32,5,2
5.36,9.41,44.87,4.95,98.76,39.11,1500,1474,1.35,1,0
10.23,20.26,70.27,7.08,91.67,71.17,3500,2742,5.91,4,2
12.9,22.53,76.76,7.87,90.54,72.74,3500,2506,6.45,3,2
13.45,23.83,78.72,7.55,91.86,68.34,3500,2660,4.55,2,2
7.5,12.29,54.9,5.62,96.53,52.57,2000,1892,3.44,3,1
4.55,9.57,44.75,5.2,98.47,39.11,2500,2493,1.33,1,0
7.66,14.03,56.72,5.59,96.54,50.62,3000,2736,3.15,3,1
10.8,20.9,73.86,7.93,90.89,66.78,3500,2576,5.26,6,2
7.48,13.83,54.7,6.01,95.67,54.15,2500,2311,3.38,2,1
16.39,33.78,99.95,10.51,85.05,88.43,4000,2290,8.22,8,3
19.47,34.57,96.49,9.79,85.36,89.65,4000,2441,8.81,8,3
5.45,9.69,43.77,4.96,98.49,38.33,2000,1978,1.31,0,0
23.96,31.62,96.01,10.32,87.39,90.52,4000,1814,9.05,7,3
17.51,32.2,93.5,10.89,86.42,87.63,4000,2003,7.57,10,3
20.37,34.59,101.4,9.18,83.68,85.18,4000,1863,10.92,5,3
4.82,10.14,46.66,5.14,98.43,41.0,1500,1502,1.35,1,0
5.42,9.84,45.92,5.12,98.26,40.71,1500,1474,1.58,0,0
8.22,12.16,53.74,6.1,95.54,54.1,3000,2809,2.75,2,1
17.36,31.67,101.82,9.05,82.29,85.25,4000,2241,9.1,6,3
4.64,10.53,46.98,4.88,98.58,40.21,1500,1525,1.38,0,0
11.95,24.47,77.59,7.16,90.98,69.61,3500,2758,6.49,2,2
12.75,20.9,71.02,7.07,91.35,72.27,3500,2713,4.96,5,2
16.57,31.08,96.21,10.27,87.11,89.13,4000,2314,9.94,10,3
16.39,30.86,89.18,10.92,82.2,93.05,4000,1856,9.7,9,3
6.69,12.86,55.05,5.7,95.8,51.6,2500,2336,3.3,0,1
7.12,14.62,53.08,5.97,95.9,51.58,2500,2317,2.6,2,1
18.03,38.13,99.3,9.83,87.35,94.01,4000,2098,7.19,7,3
13.93,19.73,72.58,7.81,91.33,66.11,3500,2829,5.4,4,2
17.75,35.52,97.94,10.42,84.48,94.23,4000,1991,9.49,6,3
11.7,19.98,74.03,7.87,91.91,71.21,3500,2547,4.55,2,2
11.38,23.71,73.78,7.25,92.17,71.35,3500,2758,5.6,2,2
8.36,13.8,57.11,5.71,95.3,52.21,2000,1889,3.17,2,1
20.99,35.55,92.66,9.26,85.99,85.51,4000,2036,8.23,6,3
5.09,10.25,45.57,4.89,98.39,40.91,1500,1464,1.32,0,0
8.02,13.59,53.4,6.01,96.31,54.68,2000,1855,2.88,0,1
20.07,32.33,95.43,9.14,84.69,87.76,4000,1876,10.84,5,3
11.53,23.38,78.33,7.56,91.5,73.18,3500,2687,4.56,5,2
23.6,33.05,101.7,10.45,83.73,89.55,4000,1894,8.86,8,3
13.02,23.22,71.69,7.21,92.84,70.03,3500,2795,5.43,6,2
4.7,10.07,44.93,5.15,98.7,40.38,1500,1471,1.58,1,0
10.11,22.89,72.04,7.59,92.61,71.31,3500,2707,4.83,6,2
12.56,22.28,73.57,7.51,93.15,73.36,3500,2692,6.37,4,2
12.14,19.2,72.96,7.16,90.95,73.0,3500,2551,5.01,2,2
21.42,37.32,88.52,10.37,85.31,93.04,4000,2285,7.46,6,3
12.54,24.1,75.36,7.11,91.58,72.4,3500,2776,5.69,4,2
5.34,9.63,44.49,5.08,98.53,41.94,2000,1998,1.58,1,0
7.5,13.94,54.23,6.0,95.88,51.87,2500,2349,3.3,1,1
5.47,10.74,46.02,5.02,98.56,41.12,2500,2523,1.55,0,0
17.13,38.18,102.24,10.76,87.54,85.38,4000,2047,7.98,7,3
5.37,9.89,44.78,4.9,98.56,38.0,2000,1965,1.35,1,0
22.79,37.24,90.18,9.5,86.99,91.91,4000,1620,7.86,5,3
10.84,22.68,79.27,7.95,93.43,72.49,3500,2879,5.96,3,2
11.33,25.0,70.35,7.59,91.39,66.42,3500,2866,6.28,3,2
16.05,33.15,94.59,10.73,83.68,87.23,4000,2373,10.15,8,3
4.62,10.67,46.9,5.05,98.69,38.46,2000,1995,1.51,0,0
16.74,33.73,97.63,9.43,86.08,94.13,4000,2328,7.62,9,3
6.71,12.24,53.18,5.54,95.95,51.33,3000,2801,3.44,1,1
7.47,13.31,56.32,6.04,95.34,50.16,2500,2266,3.5,1,1
4.59,9.63,45.32,5.0,98.38,39.75,1500,1516,1.5,1,0
20.04,31.96,87.29,10.2,86.77,87.05,4000,2278,9.19,7,3
5.28,9.26,44.19,5.13,98.67,40.86,1500,1520,1.36,0,0
10.22,20.39,73.31,7.78,93.21,71.09,3500,2759,5.87,4,2
5.03,9.67,44.85,4.87,98.74,38.73,2000,2017,1.54,0,0
5.39,9.9,44.66,5.06,98.69,38.6,1500,1532,1.63,0,0
11.91,22.43,78.14,7.27,91.48,73.04,3500,2534,5.87,4,2
10.85,20.61,75.68,7.68,91.95,73.2,3500,2524,4.58,4,2
11.81,21.1,71.42,7.06,91.39,72.42,3500,2693,4.56,3,2
22.54,35.33,99.02,10.78,87.23,94.69,4000,2061,9.65,7,3
5.15,9.33,45.85,4.99,98.36,38.22,2000,1951,1.61,1,0
7.97,13.19,54.98,5.78,96.41,49.09,2500,2351,3.18,1,1
21.18,37.49,94.85,9.64,84.96,91.98,4000,1692,7.96,6,3
12.13,24.74,71.93,7.15,91.46,72.28,3500,2730,5.71,4,2
4.67,9.54,46.57,4.94,98.2,41.21,2500,2494,1.48,0,0
12.28,22.85,79.02,7.33,93.12,66.18,3500,2522,6.05,4,2
7.45,15.66,55.19,5.66,95.95,54.55,2500,2221,3.23,2,1
7.89,14.31,57.23,5.73,95.6,51.94,2500,2339,2.77,1,1
10.74,24.06,71.63,7.13,90.8,68.51,3500,2752,5.47,6,2
7.77,13.28,57.87,5.84,95.9,54.41,3000,2859,3.5,0,1
5.41,9.97,43.42,4.9,98.43,41.59,1500,1474,1.39,1,0
13.67,24.73,76.57,7.33,90.57,69.35,3500,2896,5.15,3,2
20.75,34.23,101.4,10.91,84.82,91.51,4000,1941,7.54,10,3
21.94,31.96,95.38,9.71,86.21,89.2,4000,1811,9.33,6,3
4.89,10.45,44.78,4.9,98.44,40.04,1500,1544,1.35,1,0
7.81,12.59,55.62,6.03,95.65,54.79,2000,1891,3.39,2,1
11.72,19.77,73.98,7.96,91.78,70.69,3500,2528,4.91,3,2
6.87,14.51,52.28,5.85,95.84,51.31,2000,1748,2.78,2,1
10.71,20.31,70.63,7.62,91.68,68.81,3500,2648,4.5,4,2
7.27,12.16,55.92,5.91,96.02,52.95,2000,1896,3.18,0,1
20.74,36.34,90.8,9.76,85.99,88.36,4000,1697,10.67,7,3
10.9,20.31,77.51,7.97,92.22,72.55,3500,2662,4.9,4,2
22.62,31.67,97.69,10.48,83.14,91.06,4000,1978,10.23,7,3
13.01,21.94,73.64,7.88,90.93,70.28,3500,2706,4.5,3,2
16.65,32.38,97.68,10.39,84.56,90.36,4000,2013,10.31,8,3
20.9,38.14,96.42,10.1,82.01,85.94,4000,2139,10.5,6,3
13.06,24.0,78.5,7.79,92.74,68.46,3500,2604,6.39,3,2
21.01,34.22,94.38,9.67,84.95,87.34,4000,2413,10.36,9,3
20.62,31.0,96.77,9.92,83.59,90.24,4000,1505,8.09,5,3
8.35,14.13,56.29,5.92,96.03,49.75,3000,2782,3.25,2,1
19.78,35.56,94.97,9.56,83.13,94.64,4000,1953,10.15,5,3
19.61,35.09,99.9,9.54,85.97,85.26,4000,2492,8.52,5,3
12.17,19.11,72.83,7.63,92.08,68.74,3500,2855,4.95,5,2
23.82,31.71,88.96,9.93,87.44,86.9,4000,2332,10.74,6,3
17.63,34.28,89.46,9.34,85.52,88.49,4000,2343,10.66,7,3
18.64,37.21,93.81,9.75,83.05,94.82,4000,1656,9.98,5,3
13.77,24.1,72.43,7.77,91.96,70.58,3500,2603,5.43,5,2
22.14,38.76,88.51,10.15,85.99,87.43,4000,1510,7.55,6,3
10.23,19.67,75.73,7.13,91.37,68.29,3500,2801,6.37,2,2
